game,source,source_url,draw_number,draw_date,draw_day,main_draw_label,jackpot_amount,main_1,main_2,main_3,main_4,main_5,main_6,bonus_number,extra_number,secondary_numbers,secondary_ball_result
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3484,3484,2017-06-10,Saturday,MAIN DRAW,20000000.00,3,4,21,31,33,48,26,5453943,50358255-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3485,3485,2017-06-14,Wednesday,MAIN DRAW,22000000.00,17,24,26,27,35,49,33,4759758,32330690-28,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3486,3486,2017-06-17,Saturday,MAIN DRAW,5000000.00,5,6,18,21,36,44,32,2063430,54008330-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3487,3487,2017-06-21,Wednesday,MAIN DRAW,7000000.00,2,12,34,39,41,45,21,6888203,82766274-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3488,3488,2017-06-24,Saturday,MAIN DRAW,9424095.90,3,11,16,40,43,46,36,2469141,55591824-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3489,3489,2017-06-28,Wednesday,MAIN DRAW,12741160.20,8,21,25,34,46,48,4,1433768,74107054-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3490,3490,2017-07-01,Saturday,MAIN DRAW,5000000.00,15,16,22,33,37,41,27,5974843,76369875-05,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3491,3491,2017-07-05,Wednesday,MAIN DRAW,7000000.00,4,9,33,36,47,49,10,5785998,58782436-02;00976082-01;01055460-01;01090151-01;01198366-02;34471577-02;34516551-02;34593247-02;34629211-01;34699741-01;34721071-02;34732264-02;34738375-01;34787750-01;52280345-01;58609507-04;58635532-01;58685026-01;58713389-01;58932606-01;59072206-01;59094484-02;59102940-03;59283116-01;59283885-01;59342443-02;59424191-03;59463817-01;59519063-01;59572788-01;59581205-09;59585870-05;60295738-01;62776653-07;62781062-01;64678859-01;67564784-01;69144963-01;69172622-01;71728767-01;71758162-01;74264889-01;76511304-01;76727073-01;83778595-01;83856508-01;83938892-02;83961864-01;83968399-03;83972222-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3492,3492,2017-07-08,Saturday,MAIN DRAW,9576382.20,20,25,26,32,34,36,9,2257602,35086023-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3493,3493,2017-07-12,Wednesday,MAIN DRAW,5000000.00,12,13,30,41,45,49,16,1649314,41131249-03;01628309-02;01649317-01;01784395-01;35335467-02;35376816-01;35383555-05;35435248-01;35462465-01;35469255-39;40759608-01;40781859-01;40782205-02;40805540-01;40847254-01;40950593-03;41013917-01;41031316-02;41051075-02;41221769-01;41237339-02;41364214-02;41380252-01;41384096-01;41403207-09;41469882-03;41541426-05;41641953-01;41671325-02;41720994-01;41791131-03;41830088-01;41843978-02;66416042-03;66805916-01;67590475-01;67680632-01;70214773-02;71816443-01;71828586-02;71906715-01;71909798-01;71935153-01;74403369-06;74417220-02;74446790-01;74452482-01;74474251-01;76583416-01;84319403-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3494,3494,2017-07-15,Saturday,MAIN DRAW,5000000.00,10,12,27,29,34,48,39,1420382,42242395-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3495,3495,2017-07-19,Wednesday,MAIN DRAW,5000000.00,2,5,10,11,27,39,48,5233957,44099263-01;02173979-01;02349142-01;02371928-01;02397994-01;02412212-01;20063800-02;28952578-01;36012063-06;36071780-03;36088250-02;36158187-01;36161043-01;36206294-01;36371607-01;36387328-01;42092784-01;43027399-01;43085067-01;43100616-01;43190152-03;43368157-01;43372985-01;43415092-01;43466682-01;43501866-02;43602368-02;43686010-01;43715895-01;43762075-01;43802305-02;43823164-01;43955983-03;44002794-01;44042597-02;44109130-02;60383099-01;60386567-01;62936780-02;63028516-02;65152552-01;65563059-05;67781953-02;71951149-01;72033293-01;75359142-01;75369936-01;84705230-04;84945662-01;84951899-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3496,3496,2017-07-22,Saturday,MAIN DRAW,5000000.00,5,8,17,32,38,45,18,1849638,61079022-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3497,3497,2017-07-26,Wednesday,MAIN DRAW,7000000.00,1,2,18,26,36,44,49,5734200,46474240-05;02833626-01;02843154-01;02932164-02;02969477-02;02995997-04;03068910-01;28259486-02;36108571-04;36902690-01;36934307-03;37005538-02;37027603-02;37089546-01;37089894-02;37133692-01;43907857-02;44690657-02;45256554-01;45267297-01;45394419-08;45441785-01;45522692-02;45531925-01;45549167-02;45592654-02;45668994-01;45720571-01;45914403-02;45945013-01;45987724-01;46070697-01;46229829-02;46428867-02;46460545-03;46490978-03;56696491-01;63132205-02;69096039-01;69321331-02;69335327-09;71106755-01;71135079-01;71832895-01;71940785-04;72208626-01;72217834-02;74695560-01;78068378-02;85424062-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3498,3498,2017-07-29,Saturday,MAIN DRAW,9524396.40,12,15,17,31,47,49,26,4165536,37380249-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3499,3499,2017-08-02,Wednesday,MAIN DRAW,5000000.00,13,16,24,25,38,43,48,2906290,48545796-02;03475954-01;03516149-02;03645038-01;03706114-02;03714508-01;37635442-01;37654109-01;37665096-02;37682364-01;37761806-01;37774917-05;37906790-02;37959464-01;37972861-01;38005846-04;45898891-01;45919471-03;47840165-01;47862742-01;47877602-02;47879822-01;47890741-03;47909096-01;48006738-01;48183133-01;48242317-01;48291586-01;48330375-01;48331742-01;48375572-01;48492777-10;48636483-03;48747418-01;48753457-01;48789783-01;61801471-01;68023475-01;69570929-06;69658029-01;72314184-01;73026117-01;73368700-02;73370876-01;73402234-01;76968952-07;85687127-01;85736900-01;85749550-03;85805358-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3500,3500,2017-08-05,Saturday,MAIN DRAW,7000000.00,18,21,36,41,45,47,17,6134967,49796249-04,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3501,3501,2017-08-09,Wednesday,MAIN DRAW,9623799.60,16,23,28,38,41,43,19,5727547,50581933-04;02168133-01;03792758-04;04204100-01;04257135-01;04295181-01;04350859-01;04354180-01;35199511-01;38202391-01;38492254-01;38571694-06;38588248-01;38593077-02;38745901-03;43441878-01;46460163-02;49045857-02;50046736-01;50158790-02;50209855-01;50212767-01;50405682-01;50454224-01;50509488-03;50575355-01;50644081-02;50653574-01;50661151-03;50669664-01;50743412-01;50766822-02;50770909-01;50774820-01;50880510-04;50905390-01;50997810-06;51017228-02;65390141-01;65797292-01;67320054-01;69284463-01;69732715-01;71169265-02;73366440-09;73408928-01;75647904-01;76800430-01;77363388-12;86434240-05,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3502,3502,2017-08-12,Saturday,MAIN DRAW,12875586.00,5,8,13,25,33,45,38,5152011,39034857-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3503,3503,2017-08-16,Wednesday,MAIN DRAW,5000000.00,25,29,30,31,33,47,34,2642191,53052518-01;04693063-01;04713714-01;04804106-03;04870721-03;39087392-01;39254856-02;39283510-01;39314215-04;39320063-02;39438210-01;39534864-02;39625029-02;41761812-04;51224364-01;52421965-03;52478315-02;52523795-01;52615156-01;52700860-01;52745834-02;52812554-01;52852819-01;52880907-01;52913861-01;52946869-04;52970373-01;52986399-01;53136332-01;53169680-02;53191948-01;53339872-01;53420310-01;63361957-01;64104481-04;64111100-01;67324347-03;69885348-01;72582012-06;72656616-01;73493359-01;75587521-01;77734521-01;86679239-01;86718409-01;86769275-01;86810351-01;86839306-01;86870091-01;86902738-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3504,3504,2017-08-19,Saturday,MAIN DRAW,7000000.00,2,13,27,45,48,49,19,4058841,52338007-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3505,3505,2017-08-23,Wednesday,MAIN DRAW,5000000.00,9,15,24,33,40,46,38,4389800,54708114-01;03470551-01;05314599-01;05405569-01;05416187-01;05429897-01;05468426-02;05518542-01;05532478-02;05555356-01;20160671-01;20189939-01;20191413-01;20196434-01;20206940-01;20214214-01;20243881-02;20266227-02;20302303-01;20354964-01;20396258-02;50436796-01;53464570-01;54526957-02;54577129-02;54617410-03;54724946-05;54769076-05;55026175-10;55144312-05;55193376-02;55281330-01;55294123-01;55390832-02;55399081-01;55547156-07;55563010-02;55608707-03;55613679-01;61685734-04;66082136-01;66102849-04;68369437-01;68440290-01;68442761-09;69839574-01;73653576-03;78145736-01;86998755-01;87391120-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3506,3506,2017-08-26,Saturday,MAIN DRAW,7000000.00,5,7,32,38,40,46,47,4672949,55758028-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3507,3507,2017-08-30,Wednesday,MAIN DRAW,9569488.10,21,23,31,33,36,38,9,4387157,86251364-01;03549014-02;06007581-01;06105412-01;20834785-02;20887250-01;20902295-02;20977375-02;21045713-01;21082658-02;21227601-02;49459317-05;55470260-02;55953336-02;56706646-01;56710330-02;56816984-01;56871825-01;56978076-01;56984141-01;57012852-03;57039104-01;57050878-01;57061784-01;57143846-01;57196928-03;57202288-03;57230684-02;57396580-03;57500412-01;57614381-01;57623199-02;61170757-01;64362426-01;64376153-01;64378615-01;66225293-01;68346998-02;68606311-01;68608894-01;72871605-01;72873944-01;73241817-01;73660656-04;76020048-01;76034624-01;87388960-01;87521601-01;87647694-01;87885166-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3508,3508,2017-09-02,Saturday,MAIN DRAW,12964718.30,9,19,26,27,42,46,21,2903571,58842976-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3509,3509,2017-09-06,Wednesday,MAIN DRAW,16042016.10,9,15,18,21,24,28,14,6969495,22098972-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3510,3510,2017-09-09,Saturday,MAIN DRAW,5000000.00,5,9,18,29,39,47,35,6270087,59910723-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3511,3511,2017-09-13,Wednesday,MAIN DRAW,7000000.00,18,22,24,28,29,33,7,3601704,22606642-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3512,3512,2017-09-16,Saturday,MAIN DRAW,9007779.40,9,17,19,26,37,47,13,4440087,62401691-10,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3513,3513,2017-09-20,Wednesday,MAIN DRAW,12293435.20,6,17,29,37,45,47,39,1235784,44744275-04,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3514,3514,2017-09-23,Saturday,MAIN DRAW,5000000.00,4,11,15,20,35,47,25,4740467,70559127-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3515,3515,2017-09-27,Wednesday,MAIN DRAW,5000000.00,2,16,19,20,23,34,9,2640207,46357973-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3516,3516,2017-09-30,Saturday,MAIN DRAW,7000000.00,6,27,33,38,40,47,16,3683870,47021668-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3517,3517,2017-10-04,Wednesday,MAIN DRAW,9000000.00,4,6,10,11,20,35,43,4423843,09439645-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3518,3518,2017-10-07,Saturday,MAIN DRAW,12130741.10,8,22,28,40,46,49,9,1319783,09742175-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3519,3519,2017-10-11,Wednesday,MAIN DRAW,15380842.80,18,24,32,36,37,44,9,5201322,50746778-04,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3520,3520,2017-10-14,Saturday,MAIN DRAW,20000000.00,16,22,28,29,32,34,43,6459023,26425387-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3521,3521,2017-10-18,Wednesday,MAIN DRAW,23685684.30,11,25,33,35,40,42,15,2810342,10919182-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3522,3522,2017-10-21,Saturday,MAIN DRAW,30000000.00,3,24,26,30,34,49,47,4155363,54544235-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3523,3523,2017-10-25,Wednesday,MAIN DRAW,34214348.00,6,31,37,40,41,42,44,6768802,72284790-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3524,3524,2017-10-28,Saturday,MAIN DRAW,40497949.90,8,15,25,30,31,32,1,1549195,60634590-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3525,3525,2017-11-01,Wednesday,MAIN DRAW,5000000.00,1,23,29,32,45,49,16,4452161,75578509-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3526,3526,2017-11-04,Saturday,MAIN DRAW,7000000.00,1,3,6,21,22,33,19,1316315,42332188-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3527,3527,2017-11-08,Wednesday,MAIN DRAW,5000000.00,22,24,25,32,39,42,45,3608404,30387462-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3528,3528,2017-11-11,Saturday,MAIN DRAW,7000000.00,15,21,24,31,37,42,32,6073546,92962241-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3529,3529,2017-11-15,Wednesday,MAIN DRAW,9363835.60,18,25,29,30,36,48,47,3848935,63735469-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3530,3530,2017-11-18,Saturday,MAIN DRAW,12713928.40,9,16,18,22,23,40,13,5044829,64299635-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3531,3531,2017-11-22,Wednesday,MAIN DRAW,16787681.40,26,28,31,36,38,45,18,2195383,32456450-02;13164088-03;14416692-01;14579860-02;14675845-01;14757504-03;14784140-04;14813738-03;31863710-01;32048361-01;32129190-03;32153670-01;32174195-01;32203732-06;32348113-02;32412103-38;32412742-79;32417303-01;32511876-25;32515797-05;44749557-03;46417041-02;47088254-01;47168698-01;47175713-02;47254389-01;47290277-03;47295097-02;47298257-01;47389557-05;47478357-01;47503840-01;47554324-01;47626123-01;47942246-01;47974818-03;47988504-01;48013707-01;48016414-02;48029982-04;48072282-06;48135233-02;48136643-02;48225630-01;64310431-01;68579100-04;68698527-01;71470495-01;72667290-02;72862258-01;76054168-01;93609149-01;93640231-04;93652643-01;93692547-01;93829830-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3532,3532,2017-11-25,Saturday,MAIN DRAW,5000000.00,16,17,21,31,39,49,29,5425063,15190511-01;08473085-01;14850974-01;15016007-01;15075700-02;15086035-01;15178013-01;15197438-01;15199603-02;15241920-01;32261083-01;32546131-01;32602938-01;32704414-01;32780432-02;33000777-01;43926656-02;47453994-01;47870611-01;48217196-01;48232384-01;48288656-01;48302153-02;48427255-01;48446270-01;48525632-02;48734710-07;48780545-01;48858331-02;48898531-01;48920769-01;48926438-05;49062004-04;49343004-03;49371761-05;49399957-01;49482553-02;49519565-01;52316317-02;61373118-01;64405604-01;66394367-01;66411146-01;68783589-01;70227462-01;71260245-01;72927838-01;73820210-02;76107425-01;77883987-02;93920437-01;93998214-01;94004850-01;94013946-01;94100103-01;94123886-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3533,3533,2017-11-29,Wednesday,MAIN DRAW,5000000.00,11,18,27,33,37,43,20,1377404,93893990-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3534,3534,2017-12-02,Saturday,MAIN DRAW,5000000.00,10,12,29,33,47,48,24,6406461,51133158-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3535,3535,2017-12-06,Wednesday,MAIN DRAW,7000000.00,6,9,16,19,21,28,35,6029492,52160281-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3536,3536,2017-12-09,Saturday,MAIN DRAW,5000000.00,8,10,11,14,19,33,30,1754599,53282043-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3537,3537,2017-12-13,Wednesday,MAIN DRAW,7000000.00,12,29,30,40,45,48,27,1004391,53975051-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3538,3538,2017-12-16,Saturday,MAIN DRAW,9122047.30,2,13,24,26,31,41,40,6354437,55814659-06,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3539,3539,2017-12-20,Wednesday,MAIN DRAW,12555888.80,3,4,28,30,34,41,31,1925314,78216100-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3540,3540,2017-12-23,Saturday,MAIN DRAW,17281744.20,8,11,22,29,39,40,30,4592998,17831364-02;36653762-02;36699772-01;57853957-01;58470761-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3541,3541,2017-12-27,Wednesday,MAIN DRAW,5000000.00,4,7,10,14,27,31,1,2788655,59993839-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3542,3542,2017-12-30,Saturday,MAIN DRAW,5000000.00,8,12,23,25,45,47,43,3809527,40302719-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3543,3543,2018-01-03,Wednesday,MAIN DRAW,5000000.00,3,13,20,35,37,39,14,4800232,18923844-07,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3544,3544,2018-01-06,Saturday,MAIN DRAW,5000000.00,12,25,36,39,42,45,29,2144815,63685810-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3545,3545,2018-01-10,Wednesday,MAIN DRAW,7000000.00,9,10,19,23,28,49,15,3305756,43565334-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3546,3546,2018-01-13,Saturday,MAIN DRAW,9171991.30,21,26,32,40,42,44,12,2556886,45011103-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3547,3547,2018-01-17,Wednesday,MAIN DRAW,12387176.10,6,24,34,39,43,44,8,2848570,65894179-07,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3548,3548,2018-01-20,Saturday,MAIN DRAW,15855727.70,6,10,14,27,30,40,5,4456653,69103908-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3549,3549,2018-01-24,Wednesday,MAIN DRAW,19538000.90,9,20,21,28,34,35,33,2401858,98040173-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3550,3550,2018-01-27,Saturday,MAIN DRAW,23324912.20,7,8,13,24,28,35,26,5540726,49198280-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3551,3551,2018-01-31,Wednesday,MAIN DRAW,5000000.00,1,7,27,31,34,39,3,2313030,51190272-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3552,3552,2018-02-03,Saturday,MAIN DRAW,7000000.00,10,13,16,23,36,44,42,4933612,98769860-04,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3553,3553,2018-02-07,Wednesday,MAIN DRAW,9000000.00,3,8,11,18,28,45,6,3583177,26972491-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3554,3554,2018-02-10,Saturday,MAIN DRAW,5000000.00,18,20,21,22,30,33,26,6760948,32295238-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3555,3555,2018-02-14,Wednesday,MAIN DRAW,7039870.00,8,15,17,22,30,43,13,6753038,02833659-01;01611533-02;02776660-01;03096798-01;32947118-02;33290450-02;55174642-03;55430006-03;55456898-01;55915837-02;56508914-01;62016307-02;65447584-01;67958923-01;68533285-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3556,3556,2018-02-17,Saturday,MAIN DRAW,5000000.00,18,29,31,36,47,48,17,4341830,70065291-01,
